year,institute_name,institute_type,overall_avg_ctc,cse_avg_ctc,ece_avg_ctc,cse_vs_ece_gap,ee_avg_ctc,me_avg_ctc,civil_avg_ctc,chemical_avg_ctc,city,state,city_tier,total_fee_4yr,total_fee_5yr,hostel_available,campus_area,infra_rating,campus_status,offers_5yr_program
2020,nit rourkela,NIT,8.0,13.8,10.6,3.200000000000001,13.62,9.8,10.5,9.36,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2020,nit sikkim,NIT,9.5,6.0,12.57,-6.57,10.0,7.5,6.98,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2020,nit silchar,NIT,13.34,13.86,13.34,0.5199999999999996,13.34,13.34,6.03,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2020,nit srinagar,NIT,6.25,13.8,10.7,3.1000000000000014,9.42,9.2,8.6,6.25,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2020,nit surathkal,NIT,19.66,19.66,16.25,3.41,16.25,18.26,16.25,16.25,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2020,nit trichy,NIT,12.0,12.93,12.93,0.0,9.5,9.16,6.5,12.93,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2020,nit uttarakhand,NIT,9.48,9.45,10.36,-0.91,8.43,5.92,6.0,8.334279888347698,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2020,nit warangal,NIT,14.35,18.55,9.4,9.15,22.0,17.29,14.35,14.8,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2020,nit nagpur,NIT,10.0,11.94,15.0,-3.0600000000000005,10.63,10.11,8.1,8.73,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
2021,iiest shibpur,NIT,20.0,9.5,16.5,-7.0,6.5,7.3,5.75,17.58286896275886,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2021,nit jaipur,NIT,10.0,18.39,18.01,0.379999999999999,9.94,13.2,10.0,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2021,nit allahabad,NIT,17.19,19.08,17.68,1.3999999999999986,17.68,17.68,11.4,9.0,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2021,nit agartala,NIT,6.0,14.71,13.83,0.8800000000000008,15.0,8.23,6.0,7.0,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2021,nit andhra pradesh,NIT,6.29,10.7,6.29,4.409999999999999,6.29,6.47,6.47,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2021,nit arunachal pradesh,NIT,7.2,7.2,7.2,0.0,7.2,7.2,7.2,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2021,nit calicut,NIT,17.14,17.14,12.11,5.030000000000001,12.11,12.6,8.09,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2021,nit delhi,NIT,12.2,12.2,8.4,3.799999999999999,8.1,8.8,15.59,10.725550067282905,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2021,nit durgapur,NIT,8.0,21.45,17.49,3.960000000000001,14.61,9.72,7.39,8.87,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2021,nit goa,NIT,7.61,9.95,8.5,1.4499999999999993,7.56,7.0,5.83,6.690281640329745,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2021,nit hamirpur,NIT,12.84,6.5,9.5,-3.0,6.5,6.5,6.77,10.42,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2021,nit jalandhar,NIT,8.5,8.5,14.0,-5.5,11.6,7.91,7.12,7.45,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
2021,nit jamshedpur,NIT,14.7,14.0,12.63,1.3699999999999992,12.63,12.63,12.63,10.2,Jamshedpur,Jharkhand,2,628000,740000.0,True,343.0,4.5,Available,True
2021,nit kurukshetra,NIT,11.37,15.54,5.0,10.54,10.49,11.37,7.88,9.99586100532841,Kurukshetra,Haryana,2,678000,691000.0,True,300.0,4.4,Available,True
2021,nit manipur,NIT,8.21,8.21,6.5,1.7100000000000009,6.4,6.0,8.21,8.21,Imphal,Manipur,3,731000,640000.0,True,341.5,4.0,Available,True
2021,nit meghalaya,NIT,10.5,17.95,9.7,8.25,9.7,9.7,9.7,9.2310062054484,Shillong,Meghalaya,3,864000,760000.0,True,450.0,4.2,Available,True
2021,nit mizoram,NIT,7.35,8.4,8.4,0.0,8.4,7.45,8.4,6.8,Aizawl,Mizoram,3,752000,766000.0,True,190.0,4.1,Available,True
2021,nit nagaland,NIT,8.09,4.22,4.22,0.0,5.25,3.0,4.22,8.09,Chümoukedima,Nagaland,3,597000,660000.0,True,291.0,4.0,Available,True
2021,nit patna,NIT,17.13,9.9,9.9,0.0,9.9,9.9,9.9,6.8,Patna,Bihar,1,723000,770000.0,True,36.0,4.1,Available,True
2021,nit puducherry,NIT,10.0,6.8,7.9,-1.1000000000000003,7.9,10.0,7.9,10.0,Karaikal,Puducherry,3,836000,792000.0,True,256.0,4.3,Available,True
2021,nit raipur,NIT,10.8,10.8,12.93,-2.129999999999999,10.7,10.8,8.53,7.6,Raipur,Chhattisgarh,2,646000,700000.0,True,100.0,4.2,Available,True
2021,nit rourkela,NIT,9.8,20.88,33.0,-12.12,14.82,9.8,10.5,9.36,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2021,nit sikkim,NIT,7.11,10.24,8.79,1.450000000000001,10.0,7.5,7.11,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2021,nit silchar,NIT,13.34,13.34,13.34,0.0,13.34,13.34,13.34,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2021,nit srinagar,NIT,6.25,13.8,10.7,3.1000000000000014,9.42,9.2,8.67,6.25,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2021,nit surathkal,NIT,21.33,21.33,16.25,5.079999999999998,16.25,18.26,16.25,16.25,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2021,nit trichy,NIT,10.9,11.0,12.93,-1.9299999999999995,9.5,8.7,6.5,12.0,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2021,nit uttarakhand,NIT,8.43,9.45,10.36,-0.91,8.03,5.92,6.0,7.411179267802858,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2021,nit warangal,NIT,13.0,13.0,9.4,3.5999999999999996,16.0,17.29,14.35,14.8,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2021,nit nagpur,NIT,10.0,11.94,15.5,-3.5600000000000005,11.16,10.11,7.37,8.73,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
2022,iiest shibpur,NIT,7.3,7.3,16.5,-9.2,7.2,7.84,5.75,6.417747171406983,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2022,nit jaipur,NIT,12.43,18.39,18.01,0.379999999999999,9.94,13.2,7.03,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2022,nit allahabad,NIT,17.19,17.19,17.19,0.0,17.68,17.19,17.19,9.0,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2022,nit agartala,NIT,14.71,14.71,13.83,0.8800000000000008,11.2,8.23,7.0,7.0,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2022,nit andhra pradesh,NIT,7.05,10.7,7.8,2.8999999999999995,7.5,6.8,5.9,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2022,nit arunachal pradesh,NIT,8.6,7.2,7.2,0.0,6.77,8.49,5.38,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2022,nit calicut,NIT,12.58,20.55,12.11,8.440000000000001,12.11,12.6,8.09,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2022,nit delhi,NIT,17.14,21.44,16.6,4.84,10.81,8.8,15.59,15.068518701084342,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2022,nit durgapur,NIT,4.5,4.5,4.5,0.0,4.5,4.5,7.78,8.17,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2022,nit goa,NIT,13.1,10.87,8.5,2.369999999999999,7.56,6.63,5.83,11.516779170607052,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2022,nit hamirpur,NIT,7.54,7.54,7.54,0.0,7.54,7.54,9.9,10.42,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2022,nit jalandhar,NIT,11.87,17.44,12.44,5.000000000000002,11.6,11.87,6.94,7.76,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
2022,nit jamshedpur,NIT,14.7,14.7,20.53,-5.830000000000002,14.7,14.7,12.63,10.2,Jamshedpur,Jharkhand,2,628000,740000.0,True,343.0,4.5,Available,True
2022,nit kurukshetra,NIT,13.89,17.63,11.8,5.829999999999998,10.49,8.72,7.94,12.211302494636026,Kurukshetra,Haryana,2,678000,691000.0,True,300.0,4.4,Available,True
2022,nit manipur,NIT,9.7,9.7,9.7,0.0,9.7,6.0,9.7,8.21,Imphal,Manipur,3,731000,640000.0,True,341.5,4.0,Available,True
2022,nit meghalaya,NIT,13.33,15.5,9.7,5.800000000000001,9.15,9.7,6.16,11.71898216367878,Shillong,Meghalaya,3,864000,760000.0,True,450.0,4.2,Available,True
2022,nit mizoram,NIT,7.35,8.4,8.4,0.0,8.68,7.35,8.4,6.8,Aizawl,Mizoram,3,752000,766000.0,True,190.0,4.1,Available,True
2022,nit nagaland,NIT,8.09,8.09,4.22,3.87,8.09,8.09,8.09,8.09,Chümoukedima,Nagaland,3,597000,660000.0,True,291.0,4.0,Available,True
2022,nit patna,NIT,13.7,14.95,13.0,1.9499999999999993,9.9,13.7,9.9,6.8,Patna,Bihar,1,723000,770000.0,True,36.0,4.1,Available,True
2022,nit puducherry,NIT,8.42,9.09,7.88,1.21,8.46,6.33,6.92,10.0,Karaikal,Puducherry,3,836000,792000.0,True,256.0,4.3,Available,True
2022,nit raipur,NIT,10.1,15.86,10.8,5.059999999999999,10.8,10.8,8.53,7.6,Raipur,Chhattisgarh,2,646000,700000.0,True,100.0,4.2,Available,True
2022,nit rourkela,NIT,11.15,18.31,19.04,-0.7300000000000004,13.62,9.8,10.5,11.15,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2022,nit sikkim,NIT,8.44,10.24,8.79,1.450000000000001,7.83,6.69,4.7,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2022,nit silchar,NIT,12.64,14.9,12.27,2.630000000000001,13.34,13.34,13.34,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2022,nit srinagar,NIT,13.7,13.8,10.7,3.1000000000000014,9.42,9.2,7.5,6.25,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2022,nit surathkal,NIT,15.84,23.03,16.25,6.780000000000001,16.25,18.26,15.84,16.25,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2022,nit trichy,NIT,12.0,18.0,12.93,5.07,9.5,9.53,6.5,12.0,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2022,nit uttarakhand,NIT,8.03,9.45,8.03,1.42,8.43,5.92,6.0,7.059521888547681,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2022,nit warangal,NIT,25.5,25.5,18.9,6.600000000000001,22.0,17.29,8.93,14.8,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2022,nit nagpur,NIT,10.0,14.0,15.5,-1.5,15.5,10.11,10.0,8.73,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
2023,iiest shibpur,NIT,8.5,8.5,8.5,0.0,8.5,8.5,5.75,7.472719309172515,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2023,nit jaipur,NIT,13.2,21.0,13.2,7.800000000000001,15.66,13.2,8.5,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2023,nit allahabad,NIT,20.34,20.34,20.31,0.0300000000000011,21.45,20.34,20.34,9.0,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2023,nit agartala,NIT,14.71,14.71,13.83,0.8800000000000008,11.2,8.23,7.2,8.52,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2023,nit andhra pradesh,NIT,8.13,11.12,9.03,2.09,8.13,8.13,8.13,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2023,nit arunachal pradesh,NIT,9.04,10.13,10.4,-0.2699999999999996,8.1,11.3,9.92,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2023,nit calicut,NIT,13.77,21.92,12.11,9.810000000000002,14.74,9.78,8.75,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2023,nit delhi,NIT,17.72,18.32,16.25,2.0700000000000003,17.8,17.72,17.72,15.578421901004347,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2023,nit durgapur,NIT,13.62,21.41,17.49,3.9200000000000017,14.55,9.78,7.34,9.12,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2023,nit goa,NIT,11.45,13.4,12.45,0.9500000000000012,12.74,7.92,7.7,10.066192481179446,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2023,nit hamirpur,NIT,8.25,12.84,8.25,4.59,8.25,8.25,8.25,10.42,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2023,nit jalandhar,NIT,12.44,16.74,16.67,0.0699999999999967,12.44,12.44,12.44,8.45,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
2023,nit jamshedpur,NIT,15.98,12.63,22.03,-9.4,17.98,12.63,9.57,10.2,Jamshedpur,Jharkhand,2,628000,740000.0,True,343.0,4.5,Available,True
2023,nit kurukshetra,NIT,14.16,14.16,14.16,0.0,14.16,14.16,14.16,12.448671225633271,Kurukshetra,Haryana,2,678000,691000.0,True,300.0,4.4,Available,True
2023,nit manipur,NIT,9.7,9.7,9.7,0.0,9.7,6.0,9.7,8.21,Imphal,Manipur,3,731000,640000.0,True,341.5,4.0,Available,True
2023,nit meghalaya,NIT,11.1,14.53,10.07,4.459999999999999,11.1,10.08,9.33,9.758492274331166,Shillong,Meghalaya,3,864000,760000.0,True,450.0,4.2,Available,True
2023,nit mizoram,NIT,7.0,13.02,8.24,4.779999999999999,8.89,9.65,7.5,6.8,Aizawl,Mizoram,3,752000,766000.0,True,190.0,4.1,Available,True
2023,nit nagaland,NIT,11.02,11.02,11.02,0.0,11.02,11.02,11.02,8.09,Chümoukedima,Nagaland,3,597000,660000.0,True,291.0,4.0,Available,True
2023,nit patna,NIT,13.3,8.93,6.7,2.2299999999999995,13.65,13.3,8.42,6.8,Patna,Bihar,1,723000,770000.0,True,36.0,4.1,Available,True
2023,nit puducherry,NIT,9.8,9.8,9.8,0.0,7.28,9.8,6.7,10.0,Karaikal,Puducherry,3,836000,792000.0,True,256.0,4.3,Available,True
2023,nit raipur,NIT,13.75,13.8,10.8,3.0,11.38,9.66,10.02,8.8,Raipur,Chhattisgarh,2,646000,700000.0,True,100.0,4.2,Available,True
2023,nit rourkela,NIT,15.74,12.56,19.89,-7.33,15.74,15.74,15.74,15.74,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2023,nit sikkim,NIT,8.5,11.98,11.56,0.4199999999999999,8.22,7.6,6.98,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2023,nit silchar,NIT,14.39,24.07,17.05,7.02,12.86,13.58,13.95,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2023,nit srinagar,NIT,9.42,13.8,10.7,3.1000000000000014,9.42,9.2,8.67,8.46,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2023,nit surathkal,NIT,18.26,29.23,13.2,16.03,18.62,18.26,11.93,16.25,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2023,nit trichy,NIT,15.76,27.27,23.0,4.27,19.3,15.76,13.0,12.54,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2023,nit uttarakhand,NIT,10.4,9.45,6.5,2.9499999999999993,8.43,8.5,7.38,9.143091860634604,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2023,nit warangal,NIT,17.29,30.8,17.29,13.510000000000002,17.29,17.29,13.0,14.8,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2023,nit nagpur,NIT,12.14,15.87,12.14,3.729999999999998,12.14,12.14,5.63,8.73,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
2024,iiest shibpur,NIT,10.15,8.5,8.5,0.0,8.5,8.5,5.75,8.92330599860012,Shibpur,West Bengal,2,568000,739000.0,True,114.0,4.7,Available,True
2024,nit jaipur,NIT,13.2,18.39,14.75,3.640000000000001,9.94,9.93,7.82,10.35,Jaipur,Rajasthan,1,736000,725000.0,True,317.0,4.6,Available,True
2024,nit allahabad,NIT,19.48,28.38,20.56,7.82,20.36,10.61,9.43,11.35,Prayagraj,Uttar Pradesh,2,788000,828000.0,True,222.0,4.6,Available,True
2024,nit agartala,NIT,14.71,14.71,13.83,0.8800000000000008,11.2,8.23,7.2,8.52,Agartala,Tripura,3,680000,350000.0,True,366.0,4.0,Available,True
2024,nit andhra pradesh,NIT,7.22,7.22,7.22,0.0,7.22,8.0,7.22,8.13,Tadepalligudem,Andhra  Pradesh,3,545000,545000.0,True,172.6,4.0,Available,True
2024,nit arunachal pradesh,NIT,9.6,13.5,10.4,3.0999999999999996,7.2,8.1,9.92,8.77,Yupia,Arunachal Pradesh,3,539000,640000.0,True,301.0,3.9,Available,True
2024,nit calicut,NIT,12.41,19.37,13.71,5.66,10.99,9.67,8.09,10.68,Kozhikode,Kerala,2,846000,760000.0,True,300.0,4.6,Available,True
2024,nit delhi,NIT,15.59,18.0,13.12,4.880000000000001,15.59,15.59,15.59,13.705846356470529,New Delhi,Delhi,1,636000,720000.0,True,51.0,4.7,Available,True
2024,nit durgapur,NIT,7.35,21.45,17.49,3.960000000000001,14.61,7.35,7.39,8.87,Durgapur,West Bengal,2,626000,0.0,True,187.0,4.6,Available,False
2024,nit goa,NIT,7.69,9.95,8.5,1.4499999999999993,7.71,6.63,6.67,6.760613116180781,Cuncolim,Goa,3,560000,640000.0,True,114.0,4.1,Available,True
2024,nit hamirpur,NIT,10.05,15.68,8.37,7.31,7.74,8.25,10.05,8.05,Hamirpur,Himachal Pradesh,2,794000,625000.0,True,320.0,4.2,Available,True
2024,nit jalandhar,NIT,11.47,14.61,10.53,4.08,11.91,7.91,12.68,7.45,Jalandhar,Punjab,2,656000,650000.0,True,154.0,4.3,Available,True
2024,nit jamshedpur,NIT,9.5,20.24,15.65,4.589999999999998,14.78,9.3,8.08,8.22,Jamshedpur,Jharkhand,2,628000,740000.0,True,343.0,4.5,Available,True
2024,nit kurukshetra,NIT,12.68,19.7,14.09,5.609999999999999,12.68,12.68,12.68,11.147538922389115,Kurukshetra,Haryana,2,678000,691000.0,True,300.0,4.4,Available,True
2024,nit manipur,NIT,8.7,9.7,9.7,0.0,9.7,6.0,9.7,8.21,Imphal,Manipur,3,731000,640000.0,True,341.5,4.0,Available,True
2024,nit meghalaya,NIT,9.7,9.7,9.7,0.0,5.56,9.7,9.7,8.527691446938045,Shillong,Meghalaya,3,864000,760000.0,True,450.0,4.2,Available,True
2024,nit mizoram,NIT,7.02,7.02,7.02,0.0,7.02,7.02,7.02,6.8,Aizawl,Mizoram,3,752000,766000.0,True,190.0,4.1,Available,True
2024,nit nagaland,NIT,4.22,7.0,4.22,2.78,7.0,4.22,4.22,8.09,Chümoukedima,Nagaland,3,597000,660000.0,True,291.0,4.0,Available,True
2024,nit patna,NIT,9.9,19.0,11.42,7.58,7.6,14.0,9.9,6.8,Patna,Bihar,1,723000,770000.0,True,36.0,4.1,Available,True
2024,nit puducherry,NIT,7.9,7.9,7.9,0.0,6.9,7.9,7.9,10.0,Karaikal,Puducherry,3,836000,792000.0,True,256.0,4.3,Available,True
2024,nit raipur,NIT,10.8,14.61,10.8,3.8099999999999983,10.8,10.8,10.8,10.8,Raipur,Chhattisgarh,2,646000,700000.0,True,100.0,4.2,Available,True
2024,nit rourkela,NIT,14.57,21.6,19.89,1.7100000000000009,13.62,12.2,10.5,12.39,Rourkela,Odisha,2,743000,743000.0,True,650.0,4.8,Available,True
2024,nit sikkim,NIT,13.76,13.76,12.57,1.1899999999999995,10.87,8.56,6.21,7.11,Ravangla,Sikkim,3,586000,586000.0,True,100.0,4.0,Available,True
2024,nit silchar,NIT,13.34,14.9,13.34,1.5600000000000005,11.84,13.34,13.34,7.15,Silchar,Assam,3,544000,826000.0,True,540.0,4.3,Available,True
2024,nit srinagar,NIT,9.5,13.8,10.7,3.1000000000000014,9.42,9.2,8.6,8.46,Srinagar,Jammu and Kashmir,2,743000,848000.0,True,67.0,4.5,Available,True
2024,nit surathkal,NIT,16.25,23.24,20.89,2.349999999999998,13.7,16.25,16.25,13.17,Surathkal,Karnataka,3,797000,0.0,True,296.0,4.9,Available,False
2024,nit trichy,NIT,25.97,27.27,23.0,4.27,19.3,15.76,12.9,12.54,Tiruchirappalli,Tamil Nadu,2,1062000,640000.0,True,800.0,4.7,Available,True
2024,nit uttarakhand,NIT,10.4,10.4,10.4,0.0,10.4,10.4,10.4,9.143091860634604,"Srinagar, Uttarakhand",Uttarakhand,3,853000,660000.0,True,300.0,4.1,Available,True
2024,nit warangal,NIT,15.6,29.67,20.58,9.090000000000003,16.71,13.59,9.14,12.54,Warangal,Telangana,2,543000,640000.0,True,248.0,4.8,Available,True
2024,nit nagpur,NIT,12.28,16.8,12.5,4.300000000000001,11.44,12.14,6.8,10.51,Nagpur,Maharashtra,2,769000,0.0,True,215.26,4.6,Available,False
